age,sex,n_s,s_rs,n_v,v_rv,rs_dead,rv_dead,s_dead,sv_dead,v_dead,n_dead,v_sv,s_sv,sv_s,sv_vrs,sv_rs,v_s,s_vrs,vrs_sv,vrs_s,vrs_rv,vrs_dead
49,male,0.0,0.03612758439332742,0.008523183820121072,0.0,0.0019359045045688873,0.0015713510589033177,0.006338830171615985,0.006338830171615985,0.0015713510589033177,0.0015713510589033177,0.0,0.008523183820121072,0.0,0.03612758439332742,0.0,0,0,0.0,0,0.0,0.0015713510589033177
50,female,0.0,0.028377308074725122,0.005533225190638038,0.0,0.002295423597215542,0.0017602941696438206,0.005752641346396006,0.005752641346396006,0.0017602941696438206,0.0017602941696438206,0.0,0.005533225190638038,0.0,0.028377308074725122,0.0,0,0,0.0,0,0.0,0.0017602941696438206
50,male,0.0,0.03617463404397948,0.0074619465118011185,0.0,0.003025575456455172,0.0025046154440854073,0.010133674086769556,0.010133674086769556,0.0025046154440854073,0.0025046154440854073,0.0,0.0074619465118011185,0.0,0.03617463404397948,0.0,0,0,0.0,0,0.0,0.0025046154440854073
51,female,0.0,0.04128514441560723,0.011130704992148103,0.0,0.002398838497369935,0.001748424560765259,0.0056544050295148475,0.0056544050295148475,0.001748424560765259,0.001748424560765259,0.0,0.011130704992148103,0.0,0.04128514441560723,0.0,0,0,0.0,0,0.0,0.001748424560765259
51,male,0.0,0.03223825346195841,0.003773626069168192,0.0,0.0029734761039739888,0.002511381844572626,0.010191187525275714,0.010191187525275714,0.002511381844572626,0.002511381844572626,0.0,0.003773626069168192,0.0,0.03223825346195841,0.0,0,0,0.0,0,0.0,0.002511381844572626
52,female,0.0,0.04140207278652566,0.007340284276768339,0.0,0.0024976990510678443,0.0017345132299082253,0.005550442335706321,0.005550442335706321,0.0017345132299082253,0.0017345132299082253,0.0,0.007340284276768339,0.0,0.04140207278652566,0.0,0,0,0.0,0,0.0,0.0017345132299082253
52,male,0.0,0.03224612952939799,0.004882116020048518,0.0,0.0029226949521345734,0.002519564613909115,0.0102546279786101,0.0102546279786101,0.002519564613909115,0.002519564613909115,0.0,0.004882116020048518,0.0,0.03224612952939799,0.0,0,0,0.0,0,0.0,0.002519564613909115
53,female,0.0,0.04151668154638758,0.00781937605421465,0.0,0.002524080989623075,0.0017217469233445264,0.005609451476256467,0.005609451476256467,0.0017217469233445264,0.0017217469233445264,0.0,0.00781937605421465,0.0,0.04151668154638758,0.0,0,0,0.0,0,0.0,0.0017217469233445264
53,male,0.0,0.0322539918134798,0.0039441968513691155,0.0,0.0029920918945914934,0.002497572533047991,0.010140144484174845,0.010140144484174845,0.002497572533047991,0.002497572533047991,0.0,0.0039441968513691155,0.0,0.0322539918134798,0.0,0,0,0.0,0,0.0,0.002497572533047991
54,female,0.0,0.041629002510573006,0.008406017011761755,0.0,0.002550151904626616,0.001709217094253764,0.005667763884545481,0.005667763884545481,0.001709217094253764,0.001709217094253764,0.0,0.008406017011761755,0.0,0.041629002510573006,0.0,0,0,0.0,0,0.0,0.001709217094253764
54,male,0.0,0.03226184033068328,0.0029712345761488093,0.0,0.003059516219545808,0.0024753367472053465,0.010025113826181653,0.010025113826181653,0.0024753367472053465,0.0024753367472053465,0.0,0.0029712345761488093,0.0,0.03226184033068328,0.0,0,0,0.0,0,0.0,0.0024753367472053465
55,female,0.0,0.041739067709774674,0.010153372549836243,0.0,0.003927415375487431,0.00258723015513006,0.008729314543408823,0.008729314543408823,0.00258723015513006,0.00258723015513006,0.0,0.010153372549836243,0.0,0.041739067709774674,0.0,0,0,0.0,0,0.0,0.00258723015513006
55,male,0.0,0.032269675097505446,0.00044091995178305044,0.0,0.004767173674243377,0.003741894563770311,0.015117254037632057,0.015117254037632057,0.003741894563770311,0.003741894563770311,0.0,0.00044091995178305044,0.0,0.032269675097505446,0.0,0,0,0.0,0,0.0,0.003741894563770311
56,female,0.0,0.04577382690834267,0.011960307063735728,0.0,0.003972885756145417,0.002573112536363612,0.008830922224799918,0.008830922224799918,0.002573112536363612,0.002573112536363612,0.0,0.011960307063735728,0.0,0.04577382690834267,0.0,0,0,0.0,0,0.0,0.002573112536363612
56,male,0.0,0.03970990995955041,0.0,0.03290253500096695,0.0048781573193648845,0.003718107712930552,0.014983974083110122,0.014983974083110122,0.003718107712930552,0.003718107712930552,0.0,0.0,0.03290253500096695,0.03970990995955041,0.03290253500096695,0,0,0.0,0,0.03290253500096695,0.003718107712930552
57,female,0.0,0.045930509489559755,0.010393839913852931,0.0,0.0040165640877563285,0.002558321075004031,0.008928540551764069,0.008928540551764069,0.002558321075004031,0.002558321075004031,0.0,0.010393839913852931,0.0,0.045930509489559755,0.0,0,0,0.0,0,0.0,0.002558321075004031
57,male,0.0,0.039794488433048794,0.0,0.016644924174002786,0.004989584035055887,0.0036959881741154715,0.014857872459944193,0.014857872459944193,0.0036959881741154715,0.0036959881741154715,0.0,0.0,0.016644924174002786,0.039794488433048794,0.016644924174002786,0,0,0.0,0,0.016644924174002786,0.0036959881741154715
58,female,0.0,0.046082796102651306,0.009549529815879972,0.0,0.003979136608170637,0.002577161015654558,0.009056143809010117,0.009056143809010117,0.002577161015654558,0.002577161015654558,0.0,0.009549529815879972,0.0,0.046082796102651306,0.0,0,0,0.0,0,0.0,0.002577161015654558
58,male,0.0,0.03987772735436529,0.0,0.020235774081734534,0.0050329609311743065,0.00372260423903425,0.01468195111875108,0.01468195111875108,0.00372260423903425,0.00372260423903425,0.0,0.0,0.020235774081734534,0.03987772735436529,0.020235774081734534,0,0,0.0,0,0.020235774081734534,0.00372260423903425
59,female,0.0,0.04623077885007609,0.008493816005390733,0.0,0.003941122287158053,0.0025962597412108384,0.009185566964403947,0.009185566964403947,0.0025962597412108384,0.0025962597412108384,0.0,0.008493816005390733,0.0,0.04623077885007609,0.0,0,0,0.0,0,0.0,0.0025962597412108384
59,male,0.0,0.03995964174540866,0.0,0.02201693284043515,0.005076353924851538,0.003749153563405862,0.014501725983253872,0.014501725983253872,0.003749153563405862,0.003749153563405862,0.0,0.0,0.02201693284043515,0.03995964174540866,0.02201693284043515,0,0,0.0,0,0.02201693284043515,0.003749153563405862
60,female,0.0,0.046374549879427254,0.007228185389755327,0.0,0.005805342492096466,0.0038909802225847627,0.013859671552846925,0.013859671552846925,0.0038909802225847627,0.0038909802225847627,0.0,0.007228185389755327,0.0,0.046374549879427254,0.0,0,0,0.0,0,0.0,0.0038909802225847627
60,male,0.0,0.040040246684728185,0.0,0.02142225603195229,0.007597683348910988,0.005603011319255891,0.021246618922618338,0.021246618922618338,0.005603011319255891,0.005603011319255891,0.0,0.0,0.02142225603195229,0.040040246684728185,0.02142225603195229,0,0,0.0,0,0.02142225603195229,0.005603011319255891
61,female,0.0,0.0585018319745777,0.0,0.009340336848653085,0.005771032598476531,0.003936584310011277,0.014116591335700441,0.014116591335700441,0.003936584310011277,0.003936584310011277,0.0,0.0,0.009340336848653085,0.0585018319745777,0.009340336848653085,0,0,0.0,0,0.009340336848653085,0.003936584310011277
61,male,0.0,0.05592910165209183,0.0025650231557298735,0.0,0.007720839476539411,0.005685448804520921,0.021127127757599742,0.021127127757599742,0.005685448804520921,0.005685448804520921,0.0,0.0025650231557298735,0.0,0.05592910165209183,0.0,0,0,0.0,0,0.0,0.005685448804520921
62,female,0.0,0.05880207624807257,0.0040091134458032016,0.0,0.00573961493271457,0.003985843703274007,0.014388895768819165,0.014388895768819165,0.003985843703274007,0.003985843703274007,0.0,0.0040091134458032016,0.0,0.05880207624807257,0.0,0,0,0.0,0,0.0,0.003985843703274007
62,male,0.0,0.056230639853013166,0.0,0.004004156745181381,0.007836400872693846,0.0057620594652160635,0.020973896453386473,0.020973896453386473,0.0057620594652160635,0.0057620594652160635,0.0,0.0,0.004004156745181381,0.056230639853013166,0.004004156745181381,0,0,0.0,0,0.004004156745181381,0.0057620594652160635
63,female,0.0,0.05908640759110129,0.00297638810040061,0.0,0.00584902144072442,0.003968128521522674,0.01461858547328953,0.01461858547328953,0.003968128521522674,0.003968128521522674,0.0,0.00297638810040061,0.0,0.05908640759110129,0.0,0,0,0.0,0,0.0,0.003968128521522674
63,male,0.0,0.056517935831902295,0.0,4.860754652198778e-05,0.008057197373571457,0.005804897243207102,0.02054933624095314,0.02054933624095314,0.005804897243207102,0.005804897243207102,0.0,0.0,4.860754652198778e-05,0.056517935831902295,4.860754652198778e-05,0,0,0.0,0,4.860754652198778e-05,0.005804897243207102
64,female,0.0,0.059355514615327995,0.0018682312155300796,0.0,0.00595676411602254,0.003950108830253674,0.014844508984093306,0.014844508984093306,0.003950108830253674,0.003950108830253674,0.0,0.0018682312155300796,0.0,0.059355514615327995,0.0,0,0,0.0,0,0.0,0.003950108830253674
64,male,0.0,0.05679151228544196,0.0005105714191124889,0.0,0.00827187171127827,0.0058417173102247675,0.0200955075471732,0.0200955075471732,0.0058417173102247675,0.0058417173102247675,0.0,0.0005105714191124889,0.0,0.05679151228544196,0.0,0,0,0.0,0,0.0,0.0058417173102247675
65,female,0.0,0.05961007392931247,0.0,0.0022651283964972226,0.009205007289283017,0.005969524830922839,0.022875219152096317,0.022875219152096317,0.005969524830922839,0.005969524830922839,0.0,0.0,0.0022651283964972226,0.05961007392931247,0.0022651283964972226,0,0,0.0,0,0.0022651283964972226,0.005969524830922839
65,male,0.0,0.05705188843920616,0.0009663133662111929,0.0,0.012991925765228122,0.008997178507775707,0.030050576215970858,0.030050576215970858,0.008997178507775707,0.008997178507775707,0.0,0.0009663133662111929,0.0,0.05705188843920616,0.0,0,0,0.0,0,0.0,0.008997178507775707
66,female,0.0,0.06477226533341497,0.0,0.0476070358826094,0.009374338791071388,0.0059481845121011345,0.02323360870426703,0.02323360870426703,0.0059481845121011345,0.0059481845121011345,0.0,0.0,0.0476070358826094,0.06477226533341497,0.0476070358826094,0,0,0.0,0,0.0476070358826094,0.0059481845121011345
66,male,0.0,0.061031525327954445,0.0005443248112259113,0.0,0.013312111584160869,0.009043554065326677,0.029301115171658437,0.029301115171658437,0.009043554065326677,0.009043554065326677,0.0,0.0005443248112259113,0.0,0.061031525327954445,0.0,0,0,0.0,0,0.0,0.009043554065326677
67,female,0.0,0.06505935620176896,0.0,0.026769096331586875,0.009543798815620065,0.00592782535131681,0.023592744898240904,0.023592744898240904,0.00592782535131681,0.00592782535131681,0.0,0.0,0.026769096331586875,0.06505935620176896,0.026769096331586875,0,0,0.0,0,0.026769096331586875,0.00592782535131681
67,male,0.0,0.06131765565818986,0.0015014889524551911,0.0,0.013620004731432982,0.009080003154288654,0.028511209904466376,0.028511209904466376,0.009080003154288654,0.009080003154288654,0.0,0.0015014889524551911,0.0,0.06131765565818986,0.0,0,0,0.0,0,0.0,0.009080003154288654
68,female,0.0,0.06532761990925712,0.0,0.032103868383777906,0.009449712743891402,0.0060887324380743575,0.023417264956833977,0.023417264956833977,0.0060887324380743575,0.0060887324380743575,0.0,0.0,0.032103868383777906,0.06532761990925712,0.032103868383777906,0,0,0.0,0,0.032103868383777906,0.0060887324380743575
68,male,0.0,0.061587418115101995,0.0015186729280569522,0.0,0.013649541231727094,0.009148486080246042,0.02879943418061454,0.02879943418061454,0.009148486080246042,0.009148486080246042,0.0,0.0015186729280569522,0.0,0.061587418115101995,0.0,0,0,0.0,0,0.0,0.009148486080246042
69,female,0.0,0.06557814202045635,0.0,0.034784993609076775,0.00934041536808294,0.006251951384258995,0.02320724353836939,0.02320724353836939,0.006251951384258995,0.006251951384258995,0.0,0.0,0.034784993609076775,0.06557814202045635,0.034784993609076775,0,0,0.0,0,0.034784993609076775,0.006251951384258995
69,male,0.0,0.061841607009021075,0.0014516831273324391,0.0,0.013675401500242023,0.00921523012145689,0.02908326626331794,0.02908326626331794,0.00921523012145689,0.00921523012145689,0.0,0.0014516831273324391,0.0,0.061841607009021075,0.0,0,0,0.0,0,0.0,0.00921523012145689
70,female,0.0,0.06581196591254462,0.0,0.033461872385200146,0.014597354335750563,0.01016528853464524,0.03637140237696067,0.03637140237696067,0.01016528853464524,0.01016528853464524,0.0,0.0,0.033461872385200146,0.06581196591254462,0.033461872385200146,0,0,0.0,0,0.033461872385200146,0.01016528853464524
70,male,0.0,0.0620809953989599,0.0013015224908062189,0.0,0.021407580448375207,0.014503780791582118,0.045889962424565826,0.045889962424565826,0.014503780791582118,0.014503780791582118,0.0,0.0013015224908062189,0.0,0.0620809953989599,0.0,0,0,0.0,0,0.0,0.014503780791582118
71,female,0.0,0.06249743014105184,0.0019877713376547364,0.0,0.014346434038705742,0.010411055180483122,0.03585567404158387,0.03585567404158387,0.010411055180483122,0.010411055180483122,0.0,0.0019877713376547364,0.0,0.06249743014105184,0.0,0,0,0.0,0,0.0,0.010411055180483122
71,male,0.0,0.07500365799226981,0.0,0.006416913769238568,0.021448798578407473,0.014610898214174028,0.04634576913536002,0.04634576913536002,0.014610898214174028,0.014610898214174028,0.0,0.0,0.006416913769238568,0.07500365799226981,0.006416913769238568,0,0,0.0,0,0.006416913769238568,0.014610898214174028
72,female,0.0,0.06267066315842548,0.0001301819908367522,0.0,0.014076955711636365,0.010664360387603307,0.035299032882966944,0.035299032882966944,0.010664360387603307,0.010664360387603307,0.0,0.0001301819908367522,0.0,0.06267066315842548,0.0,0,0,0.0,0,0.0,0.010664360387603307
72,male,0.0,0.07535955021057329,0.0005179731308738953,0.0,0.02148067882381893,0.014712793714944472,0.04678668401352342,0.04678668401352342,0.014712793714944472,0.014712793714944472,0.0,0.0005179731308738953,0.0,0.07535955021057329,0.0,0,0,0.0,0,0.0,0.014712793714944472
73,female,0.0,0.06283339364701467,0.0005724204821334525,0.0,0.014149739785336912,0.010817843872581737,0.033232416376571094,0.033232416376571094,0.010817843872581737,0.010817843872581737,0.0,0.0005724204821334525,0.0,0.06283339364701467,0.0,0,0,0.0,0,0.0,0.010817843872581737
73,male,0.0,0.07568482817380841,0.0003351428335274983,0.0,0.0212929740432988,0.015080009945679039,0.04566227011551613,0.04566227011551613,0.015080009945679039,0.015080009945679039,0.0,0.0003351428335274983,0.0,0.07568482817380841,0.0,0,0,0.0,0,0.0,0.015080009945679039
74,female,0.0,0.06298620653818213,0.0011276040592096824,0.0,0.01420872561221396,0.010963522848930525,0.031070623753869108,0.031070623753869108,0.010963522848930525,0.010963522848930525,0.0,0.0011276040592096824,0.0,0.06298620653818213,0.0,0,0,0.0,0,0.0,0.010963522848930525
74,male,0.0,0.0759818826903374,0.00010939677441790775,0.0,0.02107514305594416,0.01545098464512035,0.04443703183936613,0.04443703183936613,0.01545098464512035,0.01545098464512035,0.0,0.00010939677441790775,0.0,0.0759818826903374,0.0,0,0,0.0,0,0.0,0.01545098464512035
75,female,0.0,0.06312966059410134,0.0013277894133594526,0.0,0.025945640376305753,0.020206885028275508,0.05245707353340322,0.05245707353340322,0.020206885028275508,0.020206885028275508,0.0,0.0013277894133594526,0.0,0.06312966059410134,0.0,0,0,0.0,0,0.0,0.020206885028275508
75,male,0.0,0.07625296039843207,0.0,0.020047845701796452,0.0375000111450884,0.02849544919839544,0.07762160361642918,0.07762160361642918,0.02849544919839544,0.02849544919839544,0.0,0.0,0.020047845701796452,0.07625296039843207,0.020047845701796452,0,0,0.0,0,0.020047845701796452,0.02849544919839544
76,female,0.0,0.0687562589073462,0.0008739365099883325,0.0,0.026016787743253136,0.020453449483689573,0.04822923388254002,0.04822923388254002,0.020453449483689573,0.020453449483689573,0.0,0.0008739365099883325,0.0,0.0687562589073462,0.0,0,0,0.0,0,0.0,0.020453449483689573
76,male,0.0,0.0766889047425113,0.0,0.08091048562144358,0.03700829931548289,0.029186355927036983,0.07506730744433912,0.07506730744433912,0.029186355927036983,0.029186355927036983,0.0,0.0,0.08091048562144358,0.0766889047425113,0.0766889047425113,0,0,0.0,0,0.08091048562144358,0.029186355927036983
77,female,0.0,0.06891687100109406,0.002664130393243298,0.0,0.026062733446701285,0.020684709084683558,0.04385158325952915,0.04385158325952915,0.020684709084683558,0.020684709084683558,0.0,0.002664130393243298,0.0,0.06891687100109406,0.0,0,0,0.0,0,0.0,0.020684709084683558
77,male,0.0,0.07691565393629668,0.0,0.045289251337144926,0.036475651682400356,0.02989807514950849,0.07235334186181054,0.07235334186181054,0.02989807514950849,0.02989807514950849,0.0,0.0,0.045289251337144926,0.07691565393629668,0.045289251337144926,0,0,0.0,0,0.045289251337144926,0.02989807514950849
78,female,0.0,0.06906566015037378,0.0031796062958343225,0.0,0.025725969569456227,0.02084762525887863,0.04553121356539093,0.04553121356539093,0.02084762525887863,0.02084762525887863,0.0,0.0031796062958343225,0.0,0.06906566015037378,0.0,0,0,0.0,0,0.0,0.02084762525887863
78,male,0.0,0.07712209780915077,0.0,0.04879410617422771,0.03640023645526098,0.03018261729291955,0.07026513305791672,0.07026513305791672,0.03018261729291955,0.03018261729291955,0.0,0.0,0.04879410617422771,0.07712209780915077,0.04879410617422771,0,0,0.0,0,0.04879410617422771,0.03018261729291955
79,female,0.0,0.0692034497829184,0.003574651958680538,0.0,0.025394607955927125,0.021022026453582057,0.047257515467652465,0.047257515467652465,0.021022026453582057,0.021022026453582057,0.0,0.003574651958680538,0.0,0.0692034497829184,0.0,0,0,0.0,0,0.0,0.021022026453582057
79,male,0.0,0.07730995708342675,0.0,0.049510724658128974,0.03630516369514015,0.030457352093238382,0.06810263928048102,0.06810263928048102,0.030457352093238382,0.030457352093238382,0.0,0.0,0.049510724658128974,0.07730995708342675,0.049510724658128974,0,0,0.0,0,0.049510724658128974,0.030457352093238382
80,female,0.0,0.06933101286612228,0.003847081051510268,0.0,0.047207005439540276,0.03993824487270751,0.09233722214569975,0.09233722214569975,0.03993824487270751,0.03993824487270751,0.0,0.003847081051510268,0.0,0.06933101286612228,0.0,0,0,0.0,0,0.0,0.03993824487270751
80,male,0.0,0.0774808240005703,0.0,0.044899846744817604,0.06230699977619622,0.05289218996281513,0.11340085528027564,0.11340085528027564,0.05289218996281513,0.05289218996281513,0.0,0.0,0.044899846744817604,0.0774808240005703,0.044899846744817604,0,0,0.0,0,0.044899846744817604,0.05289218996281513
81,female,0.0,0.05866921111478757,0.004573311967876263,0.0,0.04661763571970567,0.04032667449801529,0.09581617860728432,0.09581617860728432,0.04032667449801529,0.04032667449801529,0.0,0.004573311967876263,0.0,0.05866921111478757,0.0,0,0,0.0,0,0.0,0.04032667449801529
81,male,0.0,0.048536996903713485,0.0017113258292645519,0.0,0.062082534326385275,0.05333551058967807,0.10944446773001938,0.10944446773001938,0.05333551058967807,0.05333551058967807,0.0,0.0017113258292645519,0.0,0.048536996903713485,0.0,0,0,0.0,0,0.0,0.05333551058967807
82,female,0.0,0.058735091901485466,0.0030580313751576737,0.0,0.04601778435886002,0.040723702972442495,0.09936583525275969,0.09936583525275969,0.040723702972442495,0.040723702972442495,0.0,0.0030580313751576737,0.0,0.058735091901485466,0.0,0,0,0.0,0,0.0,0.040723702972442495
82,male,0.0,0.04856783996084056,0.0,0.014632664180346295,0.06184358065060183,0.05377702665269725,0.1054029722392866,0.1054029722392866,0.05377702665269725,0.05377702665269725,0.0,0.0,0.014632664180346295,0.04856783996084056,0.014632664180346295,0,0,0.0,0,0.014632664180346295,0.05377702665269725
83,female,0.0,0.058797539342803885,0.002980588989256551,0.0,0.04618408690558305,0.04101606297121053,0.0907275312923177,0.0907275312923177,0.04101606297121053,0.04101606297121053,0.0,0.002980588989256551,0.0,0.058797539342803885,0.0,0,0,0.0,0,0.0,0.04101606297121053
83,male,0.0,0.04859776478061056,0.0,0.004999745224072647,0.06152478776959187,0.054254662936148036,0.10189025699408602,0.10189025699408602,0.054254662936148036,0.054254662936148036,0.0,0.0,0.004999745224072647,0.04859776478061056,0.004999745224072647,0,0,0.0,0,0.004999745224072647,0.054254662936148036
84,female,0.0,0.05885672548886482,0.0028408601421221506,0.0,0.04632860674866116,0.041291093358878046,0.08192152922401404,0.08192152922401404,0.041291093358878046,0.041291093358878046,0.0,0.0028408601421221506,0.0,0.05885672548886482,0.0,0,0,0.0,0,0.0,0.041291093358878046
84,male,0.0,0.048626797596257605,0.00010231851756662747,0.0,0.06119368544198429,0.05473496014488756,0.09830398842021806,0.09830398842021806,0.05473496014488756,0.05473496014488756,0.0,0.00010231851756662747,0.0,0.048626797596257605,0.0,0,0,0.0,0,0.0,0.05473496014488756
85,female,0.0,0.058912814482840865,0.002407731019232458,0.0,0.09055878048261322,0.0810006981060941,0.14223722587430124,0.14223722587430124,0.0810006981060941,0.0810006981060941,0.0,0.002407731019232458,0.0,0.058912814482840865,0.0,0,0,0.0,0,0.0,0.0810006981060941
85,male,0.0,0.04865496395778871,6.258931990153422e-05,0.0,0.11562851815515143,0.10492606003189785,0.1798432668946729,0.1798432668946729,0.10492606003189785,0.10492606003189785,0.0,6.258931990153422e-05,0.0,0.04865496395778871,0.0,0,0,0.0,0,0.0,0.10492606003189785
86,female,0.0,0.05896596284894487,0.0014268153700820985,0.0,0.09076104556902845,0.08147311092372392,0.12449091349145013,0.12449091349145013,0.08147311092372392,0.08147311092372392,0.0,0.0014268153700820985,0.0,0.05896596284894487,0.0,0,0,0.0,0,0.0,0.08147311092372392
86,male,0.0,0.04868228874575279,0.0,0.04375548239912352,0.11495133359563267,0.1058483734766415,0.17274454551387894,0.17274454551387894,0.1058483734766415,0.1058483734766415,0.0,0.0,0.04375548239912352,0.04868228874575279,0.04375548239912352,0,0,0.0,0,0.04375548239912352,0.1058483734766415
87,female,0.0,0.059016319778271244,0.0013259455733666606,0.0,0.09092754549549743,0.08191670765360129,0.10649171994968168,0.10649171994968168,0.08191670765360129,0.08191670765360129,0.0,0.0013259455733666606,0.0,0.059016319778271244,0.0,0,0,0.0,0,0.0,0.08191670765360129
87,male,0.0,0.04870879618497261,0.0,0.017138251973891443,0.11425117946444331,0.10677680323779748,0.1655040450185861,0.1655040450185861,0.10677680323779748,0.10677680323779748,0.0,0.0,0.017138251973891443,0.04870879618497261,0.017138251973891443,0,0,0.0,0,0.017138251973891443,0.10677680323779748
88,female,0.0,0.05906402741146815,0.0010130743909906419,0.0,0.09280247418478525,0.08083839214702547,0.09991625269372348,0.09991625269372348,0.08083839214702547,0.08083839214702547,0.0,0.0010130743909906419,0.0,0.05906402741146815,0.0,0,0,0.0,0,0.0,0.08083839214702547
88,male,0.0,0.04873450985825009,0.0,0.021251747563113314,0.11474091997741906,0.10643870127775422,0.16476710957796353,0.16476710957796353,0.10643870127775422,0.10643870127775422,0.0,0.0,0.021251747563113314,0.04873450985825009,0.021251747563113314,0,0,0.0,0,0.021251747563113314,0.10643870127775422
89,female,0.0,0.0591092211172306,0.0007400584572366801,0.0,0.0946185336753142,0.07977953935523961,0.09350162012434082,0.09350162012434082,0.07977953935523961,0.07977953935523961,0.0,0.0007400584572366801,0.0,0.0591092211172306,0.0,0,0,0.0,0,0.0,0.07977953935523961
89,male,0.0,0.04875945272002247,0.0,0.025587368080595252,0.11522643292188793,0.10610168777337746,0.16403320929764156,0.16403320929764156,0.10610168777337746,0.10610168777337746,0.0,0.0,0.025587368080595252,0.04875945272002247,0.025587368080595252,0,0,0.0,0,0.025587368080595252,0.10610168777337746
90,female,0.0,0.05915202976580441,0.0005065957978802908,0.0,0.2046980426642313,0.1672369629609733,0.18529855496075842,0.18529855496075842,0.1672369629609733,0.1672369629609733,0.0,0.0005065957978802908,0.0,0.05915202976580441,0.0,0,0,0.0,0,0.0,0.1672369629609733
90,male,0.0,0.04878364710993343,0.0,0.030041521927056683,0.2090908250635096,0.19112506861381132,0.29509710593972466,0.29509710593972466,0.19112506861381132,0.19112506861381132,0.0,0.0,0.030041521927056683,0.04878364710993343,0.030041521927056683,0,0,0.0,0,0.030041521927056683,0.19112506861381132
91,female,0.0,0.05919257599684841,0.00031241626083284186,0.0,0.20832065647279258,0.16507183555688792,0.172334996321391,0.172334996321391,0.16507183555688792,0.16507183555688792,0.0,0.00031241626083284186,0.0,0.05919257599684841,0.0,0,0,0.0,0,0.0,0.16507183555688792
91,male,0.0,0.048807114766310875,0.0,0.03440577364363757,0.2099532075643612,0.1905201520547742,0.2937820744684618,0.2937820744684618,0.1905201520547742,0.1905201520547742,0.0,0.0,0.03440577364363757,0.048807114766310875,0.03440577364363757,0,0,0.0,0,0.03440577364363757,0.1905201520547742
92,female,0.0,0.05923097648106829,0.00015727934939072818,0.0,0.21183340287598157,0.16294877144306275,0.1596897960142015,0.1596897960142015,0.16294877144306275,0.16294877144306275,0.0,0.00015727934939072818,0.0,0.05923097648106829,0.0,0,0,0.0,0,0.0,0.16294877144306275
92,male,0.0,0.048829876839550715,0.0,0.038290060830592505,0.21080825875334946,0.18991735022824274,0.2924727193514938,0.2924727193514938,0.18991735022824274,0.18991735022824274,0.0,0.0,0.038290060830592505,0.048829876839550715,0.038290060830592505,0,0,0.0,0,0.038290060830592505,0.18991735022824274
93,female,0.0,0.059267342175191216,4.0972247822005715e-05,0.0,0.21183060079863852,0.16294661599895272,0.15968768367897365,0.15968768367897365,0.16294661599895272,0.16294661599895272,0.0,4.0972247822005715e-05,0.0,0.059267342175191216,0.0,0,0,0.0,0,0.0,0.16294661599895272
93,male,0.0,0.04885195390538097,0.0,0.040998681641336576,0.21085903883180904,0.1899630980466748,0.2925431709918792,0.2925431709918792,0.1899630980466748,0.1899630980466748,0.0,0.0,0.040998681641336576,0.04885195390538097,0.040998681641336576,0,0,0.0,0,0.040998681641336576,0.1899630980466748
94,female,0.0,0.0593017785699066,0.0,0.02041581777816147,0.21182800592127168,0.16294461993943976,0.15968572754065097,0.15968572754065097,0.16294461993943976,0.16294461993943976,0.0,0.0,0.02041581777816147,0.0593017785699066,0.02041581777816147,0,0,0.0,0,0.02041581777816147,0.16294461993943976
94,male,0.0,0.04887336597795332,0.0,0.04134800538351813,0.2109084265475909,0.19000759148431612,0.2926116908858468,0.2926116908858468,0.19000759148431612,0.19000759148431612,0.0,0.0,0.04134800538351813,0.04887336597795332,0.04134800538351813,0,0,0.0,0,0.04134800538351813,0.19000759148431612
95,female,0.0,0.059334385930526354,0.0,0.05208415689182508,0.21182560185925328,0.16294277066096405,0.15968391524774475,0.15968391524774475,0.16294277066096405,0.16294277066096405,0.0,0.0,0.05208415689182508,0.059334385930526354,0.05208415689182508,0,0,0.0,0,0.05208415689182508,0.16294277066096405
95,male,0.0,0.048894132522874584,0.0,0.03745522253356647,0.21095645485959202,0.19005086023386666,0.29267832476015465,0.29267832476015465,0.19005086023386666,0.19005086023386666,0.0,0.0,0.03745522253356647,0.048894132522874584,0.03745522253356647,0,0,0.0,0,0.03745522253356647,0.19005086023386666
96,female,0.0,0.05936525953014336,0.0,0.05548523822515947,0.2118233734911876,0.16294105653168275,0.1596822354010491,0.1596822354010491,0.16294105653168275,0.16294105653168275,0.0,0.0,0.05548523822515947,0.05936525953014336,0.05548523822515947,0,0,0.0,0,0.05548523822515947,0.16294105653168275
96,male,0.0,0.048914272470008055,0.0,0.026663522915101354,0.21100315619050797,0.19009293350496212,0.29274311759764166,0.29274311759764166,0.19009293350496212,0.19009293350496212,0.0,0.0,0.026663522915101354,0.048914272470008055,0.026663522915101354,0,0,0.0,0,0.026663522915101354,0.19009293350496212
97,female,0.0,0.05939448987516083,0.0,0.030659243413557816,0.21182130686750586,0.16293946682115834,0.15968067748473516,0.15968067748473516,0.16293946682115834,0.16293946682115834,0.0,0.0,0.030659243413557816,0.05939448987516083,0.030659243413557816,0,0,0.0,0,0.030659243413557816,0.16293946682115834
97,male,0.0,0.04893380422615826,0.0,0.006054672509895794,0.2110485624222988,0.19013384002008898,0.29280611363093706,0.29280611363093706,0.19013384002008898,0.19013384002008898,0.0,0.0,0.006054672509895794,0.04893380422615826,0.006054672509895794,0,0,0.0,0,0.006054672509895794,0.19013384002008898
